Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
Everstake,,,,TRUE,,,,,,,https://everstake.one,https://x.com/everstake_pool,@everstake_pool; https://x.com/everstake_pool,https://t.me/everstake_chat,INFRASTRUCTURE; VALIDATORS,,,Active; ✅ Found,Everstake,115,https://everstake.one; https://admin.thegrid.id/profiles/?rootId=115,name; URL: urlMain,NEAR; near,AwesomeNEAR,Staking platform that specializes in PoS cryptocurrencies | [PROMOTED from website-scan] SOL keywords (solana) | ADA keywords (cardano),website-scan: scanned | promoted: website-scan
Staked,,,,TRUE,,,,,,,https://staked.us,https://x.com/staked_us,@staked_us; https://x.com/staked_us,,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Staking nodes for institutional investors | [PROMOTED from website-scan] SOL keywords (solana) | ADA keywords (cardano),website-scan: scanned | promoted: website-scan
Foundry,,,,TRUE,,,,,,,https://foundrydigital.com/,https://x.com/FoundryServices,@FoundryServices; https://x.com/FoundryServices,,INFRASTRUCTURE; VALIDATORS,,,Active; ✅ Found,Foundry,id1741256314-oJXjg3sgTaOo_4jdf5pD3A,https://getfoundry.sh; https://admin.thegrid.id/profiles/?rootId=id1741256314-oJXjg3sgTaOo_4jdf5pD3A,name; Name: Profile,NEAR; near,AwesomeNEAR; CoinGecko,A financing and advisory company focused on digital asset mining and staking | Solana deployment (CoinGecko),SOL: deployed on solana (CoinGecko)
Ceramic,,,,TRUE,,,,,,,https://www.ceramic.network/,https://x.com/ceramicnetwork,@ceramicnetwork; https://x.com/ceramicnetwork,,DEVTOOLING; INFRASTRUCTURE; STORAGE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The dataweb for open applications,website-scan: scanned
Bison Trails,,,,TRUE,,,,,,,https://www.bisontrails.co/,https://x.com/bisontrails,@bisontrails; https://x.com/bisontrails,,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Pioneering Blockchain Infrastructure,website-scan: scanned
Dragonfly Capital Partners,,,,TRUE,TRUE,,,,,,https://www.dcp.capital,https://x.com/DCPCapital,@DCPCapital; https://x.com/DCPCapital,,FUNDING; INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Global from day one | [PROMOTED from website-scan] stablecoin mentions | web3 signals (defi),website-scan: scanned | promoted: website-scan
Zero Knowledge Validator,,,,TRUE,,,,,,,https://zkvalidator.com/,https://x.com/ZKValidator,@ZKValidator; https://x.com/ZKValidator,,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Stake & Support ZKP Research,website-scan: scanned
Continue Capital,,,,TRUE,,,,,,,https://www.continue.capital,https://x.com/ContinueFund,@ContinueFund; https://x.com/ContinueFund,,FUNDING; INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Focus on blockchain industry; innovative science and technologies,website-scan: scanned
BitKeep Wallet,,,,TRUE,,,,,,,https://www.bitkeep.org/,https://x.com/BitKeepOS,@BitKeepOS; https://x.com/BitKeepOS,https://t.me/bitkeep,AURORA; INFRASTRUCTURE; WALLETS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Decentralized digital asset wallet,website-scan: scanned
Portis,,,,TRUE,,,,,,,https://www.portis.io/,https://x.com/portis_io,@portis_io; https://x.com/portis_io,https://t.me/joinchat/FSICkFgEM48CEhz0NP3uPg,INFRASTRUCTURE; WALLETS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Redefining how humans experience the blockchain,website-scan: scanned
Spark Pool,,,,TRUE,,,,,,,https://www.sparkpool.com/,https://x.com/sparkpool_eth,@sparkpool_eth; https://x.com/sparkpool_eth,https://t.me/Ethersparkpool,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The keeper of blockchain networks,website-scan: scanned
IDEO CoLab,,,,TRUE,,,,,,,https://www.ideocolab.com,https://x.com/ideocolab,@ideocolab; https://x.com/ideocolab,,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,CoLab is IDEO's platform for collaborative impact,website-scan: scanned
HashQuark,,,,TRUE,,,,,,,https://www.hashquark.io,https://x.com/hashquark,@hashquark; https://x.com/hashquark,https://t.me/hashquark,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,New generation of blockchain mining focused on PoS; DPoS | [PROMOTED from website-scan] web3 signals (staking),website-scan: scanned | promoted: website-scan
CHORUS,,,,TRUE,TRUE,,,,,,https://chorus.one,https://x.com/chorusone,@chorusone; https://x.com/chorusone,https://t.me/joinchat/Gg9t6lE78Knwbfr0wHwXKA,INFRASTRUCTURE; VALIDATORS,,,Active; ✅ Found,Chorus One,id1748266743-obQxboyuTQ2iPwKLB0GGag,https://chorus.one; https://admin.thegrid.id/profiles/?rootId=id1748266743-obQxboyuTQ2iPwKLB0GGag,name; URL: urlMain,NEAR; near,AwesomeNEAR,Chorus One is building and operating validators on Proof-of-Stake networks | [PROMOTED from website-scan] SOL keywords (solana) | stablecoin mentions,website-scan: scanned | promoted: website-scan
stakefish,,,,TRUE,,,,,,,https://stake.fish/,https://x.com/stakefish,@stakefish; https://x.com/stakefish,https://t.me/stakefish,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Stake. Learn. Earn | [PROMOTED from website-scan] SOL keywords (solana),website-scan: scanned | promoted: website-scan
TORUS,,,,TRUE,,,,,,,https://tor.us/,https://x.com/TorusLabs,@TorusLabs; https://x.com/TorusLabs,https://t.me/TorusLabs/,DEVTOOLING; IDENTITY; INFRASTRUCTURE,,,✅ Found,Web3Auth,1349,https://admin.thegrid.id/profiles/?rootId=1349,Social Handle: Socials Lens - Twitter / X,NEAR; near,AwesomeNEAR,Frictionless Logins for DApps | [PROMOTED from website-scan] SOL keywords (solana) | STRK keywords (starknet),website-scan: scanned | promoted: website-scan
Infura,,,,TRUE,,,,,,,https://infura.io/,https://x.com/infura_io,@infura_io; https://x.com/infura_io,,DATA; DEVTOOLING; INFRASTRUCTURE,,,Active; ✅ Found,Infura,id1750090627-B4r9qSfwTmGxmV-KTQuhZw,https://www.infura.io; https://admin.thegrid.id/profiles/?rootId=id1750090627-B4r9qSfwTmGxmV-KTQuhZw,name; Social Handle: Socials Lens - Twitter / X,NEAR; near,AwesomeNEAR,The World’s Most Powerful Blockchain Development Suite,website-scan: scanned
Figment Networks,,,,TRUE,TRUE,,,,,,https://figment.io,https://x.com/Figment_io,@Figment_io; https://x.com/Figment_io,,INFRASTRUCTURE; VALIDATORS,,,Active; ✅ Found,Figment,113,https://figment.io; https://admin.thegrid.id/profiles/?rootId=113,url; URL: urlMain,NEAR; near,AwesomeNEAR,Delegate with Experienced Proof of Stake Operators | Grid confirms: SOL | [PROMOTED from website-scan] SOL keywords (solana) | stablecoin mentions,Grid: SOL (supported_by) | website-scan: scanned | promoted: website-scan
Dokia Capital,,,,TRUE,,,,,,,https://dokia.capital,https://x.com/DokiaCapital,@DokiaCapital; https://x.com/DokiaCapital,,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Knowledge is the most democratic SOURCE OF POWER | [PROMOTED from website-scan] web3 signals (staking; defi),website-scan: scanned | promoted: website-scan
Coinbase Custody,,,,TRUE,,,,,,,https://custody.coinbase.com,https://x.com/CoinbaseInsto,@CoinbaseInsto; https://x.com/CoinbaseInsto,,INFRASTRUCTURE; WALLETS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Crypto Asset Custody for Institutions,website-scan: scanned
Chainlink,TRUE,,,,TRUE,,,,,,https://chain.link/,https://x.com/chainlink,@chainlink; https://x.com/chainlink,https://t.me/chainlink,DEVTOOLING; INFRASTRUCTURE; ORACLES,,,Active; ✅ Found,Chainlink,1341,https://chain.link; https://admin.thegrid.id/profiles/?rootId=1341,name; URL: urlMain,NEAR; near,AwesomeNEAR; CoinGecko,Reliable tamper-proof inputs and outputs for complex smart contracts on any blockchain | Grid confirms: USDT; USDC | Solana deployment (CoinGecko); Starknet deployment (CoinGecko),Grid: USDT (supported_by); USDC (supported_by) | SOL: deployed on solana (CoinGecko) | STRK: deployed on starknet (CoinGecko)
Blockdaemon,,,,TRUE,TRUE,,,,,,https://blockdaemon.com/,https://x.com/BlockdaemonHQ,@BlockdaemonHQ; https://x.com/BlockdaemonHQ,,INFRASTRUCTURE; VALIDATORS,,,Active; ✅ Found,Blockdaemon,id1760981081-qEym6YGoQmKv_-vcVT0B4A,https://blockdaemon.com; https://admin.thegrid.id/profiles/?rootId=id1760981081-qEym6YGoQmKv_-vcVT0B4A,name; URL: urlMain,NEAR; near,AwesomeNEAR,Blockchain Nodes as a Service | Grid confirms: SOL | [PROMOTED from website-scan] SOL keywords (solana) | ADA keywords (cardano) | stablecoin mentions,Grid: SOL (supported_by) | website-scan: scanned | promoted: website-scan
Stakin,,,,TRUE,,,,,,,https://stakin.com,https://x.com/StakinOfficial,@StakinOfficial; https://x.com/StakinOfficial,https://t.me/StakinOfficial,INFRASTRUCTURE; VALIDATORS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Formerly POS Bakerz. Your Trusted Crypto Rewards | Grid match cleared (false positive: matched Staking Rewards) | [PROMOTED from website-scan] web3 signals (staking),website-scan: scanned | promoted: website-scan
DeBio Network,,,,TRUE,,,,,,,https://www.debio.network/,https://x.com/debio_network,@debio_network; https://x.com/debio_network,https://t.me/debionetwork,DAPPS; DATA; OCTOPUS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The Decentralized Bio Network,website-scan: scanned
Worknb,,,,TRUE,,,,,,,https://www.worknb.com,https://x.com/WorknbDAO,@WorknbDAO; https://x.com/WorknbDAO,https://t.me/WorknbDAO,DAPPS; DAO,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Issue digital tokens; building the open economy,website-scan: scanned
Berry Club,,,,TRUE,,,,,,,https://berryclub.io/,,,,DAPPS; DEFI; COLLECTIBLES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The first yield farming app on NEAR Protocol,website-scan: scanned
MTVRS,,,,TRUE,,,,,,,https://www.mtvrs.app/,https://x.com/themtvrs,@themtvrs; https://x.com/themtvrs,https://t.me/themtvrs,DAPPS; GAMING; GAMEFI; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The hub for Web3 Games and E-Sports,website-scan: scanned
Web3.bio,,,,TRUE,,,,,,,https://web3.bio/,,,,DAPPS; IDENTITY,,,Active; ✅ Found,Web3 Bio,1021,https://web3.bio; https://admin.thegrid.id/profiles/?rootId=1021,url; URL: urlMain,NEAR; near,AwesomeNEAR,One Page For Your Web3 Profile,website-scan: scanned
Skyward Finance,,,,TRUE,,,,,,,https://skyward.finance/,https://x.com/skywardfinance,@skywardfinance; https://x.com/skywardfinance,https://t.me/skywardfinance,DAPPS; DEFI; LAUNCHPADS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Enable fair token distribution and price discovery for projects built on NEAR Protocol,website-scan: scanned
Injective Protocol,TRUE,,,,TRUE,,,,,,https://www.injectiveprotocol.com/,https://x.com/InjectiveLabs,@InjectiveLabs; https://x.com/InjectiveLabs,https://t.me/joininjective,DAPPS; DEFI; EXCHANGES,,,Active; ❌ Not found,Injective,id1765909709-jHqJtgn9SLKfszPXjGSh8g,https://injective.com,name,NEAR; near,AwesomeNEAR,Access limitless DeFi markets with zero barriers | Grid confirms: USDT; USDC | [PROMOTED from website-scan] SOL keywords (solana),Grid: USDT (supported_by); USDC (supported_by) | website-scan: scanned | promoted: website-scan
LandToEmpire,,,,TRUE,,,,,,,https://www.landtoempire.com/,https://x.com/LandToEmpire,@LandToEmpire; https://x.com/LandToEmpire,https://t.me/LandtoEmpire_Chat,DAPPS; GAMING; GAMEFI; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Play-to-Earn mobile strategy game on NEAR Protocol,website-scan: scanned
Sweat Еconomy,,,,TRUE,,,,,,,https://sweateconomy.com/,https://x.com/SweatEconomy,@SweatEconomy; https://x.com/SweatEconomy,https://t.me/sweateconomy,DAPPS; GAMING; SPORTS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Sweatcoin. Move to Earn. Walk into crypto,website-scan: scanned
BATTLEMON,,,,TRUE,,,,,,,https://battlemon.com/,https://x.com/BATTLEM0N,@BATTLEM0N; https://x.com/BATTLEM0N,https://t.me/Battlemon,DAPPS; GAMING; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Battle NFT PVP third-person shooter P2E Rent2E,website-scan: scanned
Onomy Protocol,,,,TRUE,,,,,,,https://onomy.io/,https://x.com/OnomyProtocol,@OnomyProtocol; https://x.com/OnomyProtocol,https://t.me/onomyprotocol,DAPPS; DEFI; DEX; EXCHANGES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Powering ONEX; a multi-chain DEX converging Forex and Decentralized Finance | Grid match cleared (false positive: matched Biconomy),website-scan: scanned
NEAR Redpackets,,,,TRUE,,,,,,,https://redpacket.near.org/,,,,DAPPS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Based on NEAR Linkdrop,website-scan: scanned
DeHive,,,,TRUE,,,,,,,https://dehive.finance/,https://x.com/dehive_finance,@dehive_finance; https://x.com/dehive_finance,https://t.me/DeHive_chat,DAPPS; DEFI,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Yield Generating Indexes and Autocompounding Staking Pools,website-scan: scanned
NEARDROP,,,,TRUE,,,,,,,https://neardrop.io/,https://x.com/NEAR_DROP,@NEAR_DROP; https://x.com/NEAR_DROP,https://t.me/joinchat/sPqlT3Zt-mAyNmI0,DAPPS; SOCIAL,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Onboard mainstream users to the NEARverse,website-scan: scanned
NEAR Hub,,,,TRUE,,,,,,,https://nearhub.online/,https://x.com/NEARHub_online,@NEARHub_online; https://x.com/NEARHub_online,,DAPPS; METAVERSE; GAMING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Your portal to everything NEAR,website-scan: scanned
Pixelparty,,,,TRUE,,,,,,,https://www.near-pixelparty.co,,,,DAPPS; NFT; COLLECTIBLES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,NFT on the NEAR Blockchain with a total supply of only 600 tokens,website-scan: scanned
WebAssembly Music,,,,TRUE,,,,,,,https://petersalomonsen.com/nftmusic/2/,,,,COLLECTIBLES; DAPPS; MUSIC; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Music stored on-chain as Non-Fungible Token,website-scan: scanned
Illust Space,TRUE,,,TRUE,,,,,,,https://illust.space/,https://x.com/illustspace,@illustspace; https://x.com/illustspace,,NFT; DAPPS; GAMING; METAVERSE,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Building the augmented reality metaverse | [PROMOTED from website-scan] USDT keywords (tether),website-scan: scanned | promoted: website-scan
Pool Party,,,,TRUE,,,,,,,https://poolparty.ar/,https://x.com/poolpartynear,@poolpartynear; https://x.com/poolpartynear,,DAPPS; GAMING,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,No loss lottery on NEAR,website-scan: scanned
EXVERSE,,,,TRUE,,,,,,,https://exverse.io/,https://x.com/exverse_io,@exverse_io; https://x.com/exverse_io,,DAPPS; GAMING; GAMEFI; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Next-gen virtual battle Metaverse combining Play & Earn mechanics with the action genre | [PROMOTED from website-scan] web3 signals (swap),website-scan: scanned | promoted: website-scan
Satori,,,,TRUE,,,,,,,https://satori.art/,https://x.com/satori_nft,@satori_nft; https://x.com/satori_nft,,DAPPS; NFT; UTILITIES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Simple NFT Toolkit,website-scan: scanned
Upshot One,,,,TRUE,,,,,,,https://upshot.io,https://x.com/UpshotHQ,@UpshotHQ; https://x.com/UpshotHQ,,NFT; OWC,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Question & Answer Protocol,website-scan: scanned
NEAR Misfits,,,,TRUE,,,,,,,https://misfit.netlify.app/,https://x.com/NEARMisfits,@NEARMisfits; https://x.com/NEARMisfits,,COLLECTIBLES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Generative PFP project on NEAR,website-scan: scanned
NEARNauts,,,,TRUE,,,,,,,https://www.nearnauts.io/,https://x.com/nearnauts,@nearnauts; https://x.com/nearnauts,,COLLECTIBLES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A GENERATIVE PROJECT ON THE NEAR NETWORK,website-scan: scanned
Atlantis World,,,,TRUE,,,,,,,https://atlantis.world/,https://x.com/atlantis0x,@atlantis0x; https://x.com/atlantis0x,https://t.me/atlwrld,DAPPS; GAMING; METAVERSE; NFT; SOCIAL,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Web3 social; gaming and education in one lightweight Metaverse,website-scan: scanned
Corgis,,,,TRUE,,,,,,,https://corgis3d.com/,,,,DAPPS; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Create your own one-of-the-kind Corgi today,website-scan: scanned
Ksoids,,,,TRUE,,,,,,,https://ksoids.com/,https://x.com/ksoids_home,@ksoids_home; https://x.com/ksoids_home,,COLLECTIBLES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,World’s first 3D generative characters,website-scan: scanned
The Dons,,,,TRUE,,,,,,,https://www.thedonsproject.xyz/,https://x.com/TheDonsProject,@TheDonsProject; https://x.com/TheDonsProject,,COLLECTIBLES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A collection of 3;500 Mafia Bosses coming to take over NEAR | [PROMOTED from website-scan] web3 signals (staking),website-scan: scanned | promoted: website-scan
Endless,,,,TRUE,,,,,,,https://endlesss.fm/,https://x.com/endlesssfm,@endlesssfm; https://x.com/endlesssfm,,DAPPS; MUSIC; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Realtime social music NFT creation / collection,website-scan: scanned
NFT Maker,,,,TRUE,,,,,,,https://nftmakerapp.io/,https://x.com/NFTMakerApp,@NFTMakerApp; https://x.com/NFTMakerApp,,DAPPS; NFT; UTILITIES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The easiest way to create NFTs and share them with others,website-scan: scanned
Neararity,,,,TRUE,,,,,,,https://neararity.com/,https://x.com/neararity,@neararity; https://x.com/neararity,,NFT; UTILITIES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Your friendly source for NFT Rarity,website-scan: scanned
OpenBiSea,,,,TRUE,,,,,,,https://openbisea.io/,https://x.com/openbisea,@openbisea; https://x.com/openbisea,https://t.me/openbisea_en,AURORA; DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,True NFT multi-chain mass marketplace with $200M support fund | [PROMOTED from website-scan] web3 signals (bridge),website-scan: scanned | promoted: website-scan
Kaizo Fighters,,,,TRUE,,,,,,,https://www.kaizofighters.com/,https://x.com/KaizoFighters,@KaizoFighters; https://x.com/KaizoFighters,,COLLECTIBLES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,3;333 Kaizo Fighters out on the NEAR,website-scan: scanned
MetaFighter,,,,TRUE,,,,,,,https://www.metafighter.com/,https://x.com/MetaFighter_NFT,@MetaFighter_NFT; https://x.com/MetaFighter_NFT,https://t.me/metafighter_official,DAPPS; GAMING; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A next-gen arcade fighting game,website-scan: scanned
Billionaire Bulls Club,,,,TRUE,,,,,,,http://billionaire-bulls.club/,https://x.com/bullsnear,@bullsnear; https://x.com/bullsnear,,COLLECTIBLES; DAO; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,NFT collection on NEAR with ultimate DAO features,website-scan: scanned
Tristan Metaverse,,,,TRUE,,,,,,,https://tristanclub.com/,https://x.com/TristanClub_,@TristanClub_; https://x.com/TristanClub_,https://t.me/TristanClubofficial,DAPPS; GAMING; METAVERSE; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Planet-themed Open Game Metaverse,website-scan: scanned
UniqArt,,,,TRUE,,,,,,,https://uniqart.io/,https://x.com/uniqartnft,@uniqartnft; https://x.com/uniqartnft,,DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,The Artist's NFT Marketplace,website-scan: scanned
Farm Me,,,,TRUE,,,,,,,https://farmme.io/,https://x.com/FarmMeOfficiall,@FarmMeOfficiall; https://x.com/FarmMeOfficiall,https://t.me/farmmeOFFICIALGlobalChannel,AURORA; DAPPS; GAMING; GAMEFI; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,RPG Farm game with a battle-to-survive element,website-scan: scanned
NearBots,,,,TRUE,,,,,,,https://nearbots.com,https://x.com/getnearbots,@getnearbots; https://x.com/getnearbots,,DAPPS; NFT; UTILITIES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,NFT sales and listings bots,website-scan: scanned
Galacticway,,,,TRUE,,,,,,,https://galacticway.io/,https://x.com/galacticwaynft,@galacticwaynft; https://x.com/galacticwaynft,,DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Next-Gen NFT-Marketplace for Collections,website-scan: scanned
tofuNFT,,,,TRUE,,,,,,,https://tofunft.com/aurora,https://x.com/tofuNFT,@tofuNFT; https://x.com/tofuNFT,https://t.me/tofuNFT,AURORA; DAPPS; MARKETPLACES; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,NFT marketplace for GameFi Collectibles,website-scan: scanned
Tribe Terra,,,,TRUE,,,,,,,https://tribeterra.online/,https://x.com/tribeterragame,@tribeterragame; https://x.com/tribeterragame,,DAPPS; GAMING; NFT,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,A post-apocalyptic adventure multiplayer powered by NEAR,website-scan: scanned
DEIP,,,,TRUE,,,,,,,https://deip.world/,https://x.com/deip_world,@deip_world; https://x.com/deip_world,https://t.me/joinchat/gL3uUyBUk-4xMGI0,AURORA; DAO; NFT; OCTOPUS,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Web 3.0 domain-specific protocol for tokenization and governance of high-value intangible assets,website-scan: scanned
Panda Street,,,,TRUE,,,,,,,https://www.pandastreet.art/,https://x.com/PandaStreetNFT,@PandaStreetNFT; https://x.com/PandaStreetNFT,,NFT; COLLECTIBLES,,,❌ Not found,,,,,NEAR; near,AwesomeNEAR,Generative Panda NFTs inspired by the Streets,website-scan: scanned
